id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,image_url,description,county,state,lat,long,posting_date
7306896752,https://bham.craigslist.org/ctd/d/south-amboy-1991-honda-acty-honda-pick/7306896752.html,birmingham,https://bham.craigslist.org,9990,1991.0,honda,acty,good,3 cylinders,gas,38700.0,clean,other,11111111111111111,4wd,full-size,truck,white,https://images.craigslist.org/00707_6rgulP8UgzTz_0kE0fu_600x450.jpg,"1991 Honda ACTY HONDA PICK UP,, RIGHT HAND DRIVE - $9,990  Year: 1991 Make:Honda Model:ACTY Trim:HONDA PICK UP,, RIGHT HAND DRIVE Mileage:38,700 Stock #:VM22721 VIN:11111111111111111 Trans:5 Speed Color:White Vehicle Type:Pickup Truck State:NJ Drive Train:4WD Engine:E07A  Notes 1991 Honda ACTY truck is an HA4 model (4 wheel drive truck) with a three cylinder EO7A engine with 39 horsepower,,,40.5 lb-ft torque, 40.2 cubic inches (660cc, . 66 liter) and yet the truck will cruise at 65mph (105kph).38,514 MILES,,61,983 KILOMETERS,, GREAT FOR ANYTHING, FARM USE TRUCK, LARGE PROPERTY,,ROAD WORTHY NO PROBLEM,,SET THIS UP TO PLOW SNOW ALSO,,RUNS AND DRIVES 100%FOLDING FLATBED ,,,STREET LEGAL,, NJ TITLE,,RIGHT HAND DRIVE,,ICE COLD A/C......keywords, fence truck, fence company truck, stake body, trucks for sale near me , pick up truck for sale near me , rack truck , rack body , utility body , work trucks , liftgate , lift gate truck , work trucks for sale , flat deck , dump truck, roll back, commercial trucks, bucket truck, f150 f 150 f-150 , f250 f 250 f-250 , f350 f 350 f-350 , f450 f 450 f-450 , f550 f 550 f-550, f650 , F 150 , F 250 , F 350 , F 450 , f 550 , ford, eseries , e-series , e series cargo van , extended cab , long wheel base, SB SMALL BED , LB LONG BED , XL , XLT , Super Duty , xlt , xl , chevy, gmc, ram, Sierra , Silverado , LT , SLT , 1500 , 2500 , 2500HD , 1500HD , 3500 , 3500HD , Power Stroke , 5.7 , 6.0 , 6.4 , 6.7 , 7.3 , Diesel, Turbo Diesel , duramax , offroad , DODGE RAM , 2500 , 3500 , 4500 , 5500. c4500 , c5500 , c7500 , 4X4 , box truck , cube van , econoline , transit , e350 , e250 , e150 , work truck , commercial vehicle , e-350 , e-250 , e-150, SNOW PLOW , SNOW PLOW TRUCK , SILVERADO WORK TRUCK , GMC SIERRA , SILVERADO 2500 , box trucks , 15 foot box truck , 16 foot box truck , 16' box truck , 15' box truck , cube van , ford box truck , super duty box truck , mechanic truck , utility body , utility truck , hydraulic pump , air compressor truck , boom truck , altec , etc , versalift , service body , service truck , plumber truck , enclosed utility truck , cut away , lift gate , chevy utility body , ford utility body , chevrolet service body , flat deck , regular cab , extended cab , crew cab, 4 door , winch , winch truck , moving truck , step van , cab and chassis , cab & chassis , ford dump truck , chevy dump truck , gmc dump truck , dodge dump truck , lift-all, c6500, c7500, tire repair, tire service, truck tire, tire transport truck, fleet tire service, kuv,  Vehicle Options 4WD/AWDAir ConditioningAM/FM RadioPower BrakesPower Steering  Vitale Motors SALES DEPT. 2030 nj 35 north south amboy NJ 08879 732-525-1040BatchID: GGCEV4Y290ID: 17401914",,al,40.468785,-74.281707,2021-04-14T16:12:01-0500
7316379402,https://phoenix.craigslist.org/cph/ctd/d/glendale-299-comienza-hoy/7316379402.html,phoenix,https://phoenix.craigslist.org,299,2014.0,,FINANCIAMIENTO EN VIVIENDA,,,gas,100000.0,clean,automatic,,,,,,https://images.craigslist.org/00K0K_x5bE7HkjrHz_0CI0t2_600x450.jpg,"ROCK SOLID AUTO CENTER 6353 WEST GLENDALE AVE GLENDALE ARIZONA 85301 (623)-777-3334  ✅ ¿MAL CREDITO? ✅ ¿SIN CRÉDITO? ✅ ¿REPOS?  ✅ ¿COMPRANDO POR PRIMERA VEZ? ✅ ¡NO HAY PROBLEMA - SEA APROBADO Y SALGA MANEJANDO HOY MISMO!  🚗TRADE-INS - SU VEHICULO USADO COMO PARTE DEL PAGO ✍ ¡TODOS LOS VEHÍCULOS REVISADOS. PLAN DE SERVICIO EXTENDIDO PARA SU         TRANQUILIDAD! 😎¡PERSONAL DE VENTAS AMABLE Y EXPERIMENTADO!  TODO LO QUE NECESITAS ES:  ✅ LICENCIA  DE CONDUCIR 🎫 ✅ $299 DE ENGANCHE ✅ UN BILL RECIENTE A SU NOMBRE📃 ✅ SU ÚLTIMO TALÓN DE PAGO🧾   TODOS LOS CARROS TIENEN TÍTULOS LIMPIOS👍 ¡MUCHAS OTRAS OPCIONES - VISITENOS HOY MISMO! *OAC Con Credito Aprobado,",,az,33.5311,-112.1767,2021-05-03T12:39:04-0700
7315594054,https://phoenix.craigslist.org/cph/ctd/d/snohomish-1992-honda-beat/7315594054.html,phoenix,https://phoenix.craigslist.org,10295,1992.0,honda,beat,excellent,3 cylinders,gas,64375.0,clean,manual,PP11019281,,,coupe,red,https://images.craigslist.org/00U0U_CV6MXyE45Sz_0cU08B_600x450.jpg,"1992 *** Honda BEAT  Coupe ***Call ☏ 206−774−0043RARE GARAGE AUTO 17150 Tye St SE m, Monroe, WA 98272, United States, Monroe, WA 98272Or use the link belowto view more information!http://www.raregarageauto.comYear : 1992Make : HondaModel : BEATMileage : 64,375 milesTransmission : ManualExterior Color : RedInterior Color : GraySeries : CoupeDrivetrain :  -Condition : ExcellentVIN : PP11019281Stock ID : 019281Engine : E07A MTRECDescription of this Honda BEAT  CoupeAs the last car personally signed off on by Soichiro Honda, it has come to symbolize much of what is great about the Honda brand. This 1991 Honda Beat is an amazing design, and it has custom interior seat covers that is very professional in craft. The Festival Red (R-80) paint fits the car's personality perfectly and has been well maintained throughout the years. There's no fading or clear coat peel which is very common. The body has been well preserved over the years, free of any notable dents or dings. Very RARE BYS (back yard special) hardtop. The rear window has some small cracks. This vehicle Sports the Mid Engine E07A 656cc 3 cylinder with Factory ITB's and only 67K miles on the engine (in the Honda world that's nothing) and is in amazing shape with no stumbles, leaks, or loss of power. Its small stature makes it ideal around busy cities paired with its incredibly fuel efficient 3 cylinder it makes for a great commuter. However those with access to more open, twisty, roads get to reap the real benefit. Mid engine, RWD, and only 1,675 LBS its natural habitat is being tossed around at its 8,500 rpm redline. Honda's MTREC (Multi Throttle Responsive Engine Control) system makes the power band very linear helping with its drive ability around town. The factory ITBs (individual throttle bodies) scream! which has a great tone and is one of the best experiences you could ask for; especially with the top off. Lowered on RS-R lowering springs and wheel spacers, which complement the car great. All recent maintenance has been preformed and this vehicle is ready for your driveway!Call ☏ 206−774−0043RARE GARAGE AUTO 17150 Tye St SE m, Monroe, WA 98272, United States, Monroe, WA 98272Or use the link belowto view more information!http://www.raregarageauto.comvintage, exotic, classic, muscle car, import car, JDM, RHD, Rare, antique, japanese, european cars. Check out our inventory: Nissan, Honda, Toyota, Mazda, lexus, acura, infiniti, bmw, datsun, skyline, r32, r33, r34, gloria, cedric, 180sx, celsior, mark II, mark 2, laurel, silvia, 300zx, fairlady, z32, mitsubishi, MR2, president, WRX, century, subaru, impreza, rx7, ae86, chaser, cresta",,az,47.867376,-122.000614,2021-05-01T17:45:17-0700
7311604991,https://tucson.craigslist.org/ctd/d/sacramento-1993-mitsubishi-minicab-fire/7311604991.html,tucson,https://tucson.craigslist.org,7500,1993.0,mitsubishi,minicab,,3 cylinders,gas,6766.0,clean,manual,U42T0139533,4wd,,other,red,https://images.craigslist.org/00x0x_iehQqaBo1aRz_09V07K_600x450.jpg,"Located in Sacramento, California. Nationwide delivery available.I challenge you to find one other vehicle that brings such universal joy than a kei-class fire truck. It can't be done. Here we have a retired 1993 Mitsubishi Minicab fire truck. This unique configuration features a second row of seating with soft doors and a full cargo canopy. Original sirens, beacon light, and emergency lights are intact and fully functional. What's more, this truck features 4wd with both high and low ranges! It was imported in November 2020 and is offered for your consideration.Specs: -4,204 miles (6,766 kms)-3G83 657cc gas engine-4-speed manual transmission-Four wheel drive with transfer case and high/low rangeFeatures:-Push-button 4wd with high/low range selection lever-Independent front suspension-Solid rear axle-Clarion AM stereo-Rubber floor mats with ""Minicab"" branding-Siren-PA system-Beacon light-Emergency lights-Detachable spot light-Side steps-Rear bench seat with seat belts and storage underneath-Cab pass-through-Rear soft doors and cargo canopy-Side storage compartments including 1 lockable with the ignition key-Sliding pump tray-Front Mitsubishi decals-Locking gas cap-Bridgestone 145R12LT W300 studless tires (full-size spare)-Original tool roll and bottle jack-Original owner’s manuals-Rust-free undercarriageMaintenance and Service:-Oil changed in Japan at 7,674 kmsKnown Defects:-Decals on doors were painted over. Will require paint or vinyl work-Canopy has some tearsSold  with all original import documents needed for registration in your  state (CA excluded) - CBP 7501 (stamped by US Customs official), EPA   3520-1, DOT HS-7, Export Certificate (title), English translation of  export certificate, Commercial Invoice, Bill of Lading, Notice of    Arrival, and a Bill of Sale. 100% federally legal. *Please note,  this vehicle is subject to CA sales tax (however, this typically can be applied as an offset against  sales tax in your state). Sales tax is NOT due if delivery of the vehicle is taken outside of California. This vehicle is not eligible for registration  in CA and cannot be sold  to a CA resident unless they intend to keep and register the vehicle out of state. Year: 1993Make: MitsubishiModel: MinicabTrim: Fire TruckMileage: 6766 kmsEngine: Transmission: ManualDrivetrain: 4WDFuel Type: GasolineVIN: U42T0139533Stock Number: 100072Vans From Japan(916) 538-7500www.VansFromJapan.com320 N 10th Street - Suite 202Sacramento, CA 95811Keywords: JDM, Japanese Domestic Market, Japan, Toyota, Mitsubishi, Honda, Subaru, Daihatsu, Nissan, Hiace, Hilux, Surf, Townace, Town Ace, Liteace, Lite Ace, Master Ace Surf, Crown, Land Cruiser, Landcruiser, FJ60, FJ62, HDJ81, HJ60, HJ61, 4runner, Safari, Pajero, Montero, Dyna, Toyoace, Troopy, Delica, Space Gear, Star Wagon, L300, L400, KZH100, KZH106, Acty, Sambar, Minicab, Galaxy, Dolphin, Prado, Cappuccino, Atlas, Canter, Elf, Granvia, Contempo, Cruising Cabin, A'm Craft, Beat, Hijet, Atrai, Bravo, Autozam, AZ-1, Skyline, GTR, GTS, GTS-T, Celica, Supra, RX-7, Eunos, Sprinter, AE86  Powered By DealerCenter",,az,38.5762,-121.488,2021-04-23T15:03:55-0700
7315304446,https://modesto.craigslist.org/ctd/d/stockton-2012-fabrique-cargo-trailer/7315304446.html,modesto,https://modesto.craigslist.org,5399,2012.0,,FABRIQUE PAR CARRY ON TRAILER,,other,gas,0.0,clean,automatic,4YMCL1018CN014753,,,sedan,white,https://images.craigslist.org/00I0I_aijAAdZCMKYz_0ak07K_600x450.jpg,"2012 FABRIQUE PAR CARRY ON TRAILER Sedan2012 FABRIQUE CARGO TRAILERExterior Color: WhiteInterior Color: OtherVIN: 4YMCL1018CN014753Stock Number: 9401License Plate: 4MX9044Fuel: GasolineTransmission: AutomaticTitle: ClearAsking Price: $5,3992012  NOSE TRAILER72"" WIDE115"" Length84"" HIGHT***FOR CUSTOMER CONVENIENCE, TEST DRIVES ARE BY APPOINTMENT*** To set up an appointment or for more information, please call 209-239-3045, OR TEXT 209-705-5136 . For more great deals, please visit our website at WWW.MANTECAAUTOLAND.COMFor more information about this vehicle call::MANTECA AUTO LAND(209) 239-30451006  W YOSEMITE AVEManteca, CA 95337-5341",,ca,37.797142,-121.230484,2021-05-01T08:15:51-0700
7314135260,https://modesto.craigslist.org/ctd/d/stockton-2012-fabrique-cargo-trailer/7314135260.html,modesto,https://modesto.craigslist.org,5399,2012.0,,FABRIQUE PAR CARRY ON TRAILER,,other,gas,0.0,clean,automatic,4YMCL1018CN014753,,,sedan,white,https://images.craigslist.org/00I0I_aijAAdZCMKYz_0ak07K_600x450.jpg,"2012 FABRIQUE PAR CARRY ON TRAILER Sedan2012 FABRIQUE CARGO TRAILERExterior Color: WhiteInterior Color: OtherVIN: 4YMCL1018CN014753Stock Number: 9401License Plate: 4MX9044Fuel: GasolineTransmission: AutomaticTitle: ClearAsking Price: $5,3992012  NOSE TRAILER72"" WIDE115"" Length84"" HIGHT***FOR CUSTOMER CONVENIENCE, TEST DRIVES ARE BY APPOINTMENT*** To set up an appointment or for more information, please call 209-239-3045, OR TEXT 209-705-5136 . For more great deals, please visit our website at WWW.MANTECAAUTOLAND.COMFor more information about this vehicle call::MANTECA AUTO LAND(209) 239-30451006  W YOSEMITE AVEManteca, CA 95337-5341",,ca,37.797142,-121.230484,2021-04-28T17:39:34-0700
7313302729,https://modesto.craigslist.org/ctd/d/stockton-2012-fabrique-cargo-trailer/7313302729.html,modesto,https://modesto.craigslist.org,5399,2012.0,,FABRIQUE PAR CARRY ON TRAILER,,other,gas,0.0,clean,automatic,4YMCL1018CN014753,,,sedan,white,https://images.craigslist.org/00I0I_aijAAdZCMKYz_0ak07K_600x450.jpg,"2012 FABRIQUE PAR CARRY ON TRAILER Sedan2012 FABRIQUE CARGO TRAILERExterior Color: WhiteInterior Color: OtherVIN: 4YMCL1018CN014753Stock Number: 9401License Plate: 4MX9044Fuel: GasolineTransmission: AutomaticTitle: ClearAsking Price: $5,3992012  NOSE TRAILER72"" WIDE115"" Length84"" HIGHT***FOR CUSTOMER CONVENIENCE, TEST DRIVES ARE BY APPOINTMENT*** To set up an appointment or for more information, please call 209-239-3045, OR TEXT 209-705-5136 . For more great deals, please visit our website at WWW.MANTECAAUTOLAND.COMFor more information about this vehicle call::MANTECA AUTO LAND(209) 239-30451006  W YOSEMITE AVEManteca, CA 95337-5341",,ca,37.797142,-121.230484,2021-04-27T07:31:01-0700
7310818812,https://modesto.craigslist.org/ctd/d/stockton-2012-fabrique-cargo-trailer/7310818812.html,modesto,https://modesto.craigslist.org,5399,2012.0,,FABRIQUE PAR CARRY ON TRAILER,,other,gas,0.0,clean,automatic,4YMCL1018CN014753,,,other,white,https://images.craigslist.org/00I0I_aijAAdZCMKYz_0ak07K_600x450.jpg,"2012 FABRIQUE PAR CARRY ON TRAILER 2012 FABRIQUE CARGO TRAILERExterior Color: WhiteInterior Color: OtherVIN: 4YMCL1018CN014753Stock Number: 9401License Plate: 4MX9044Fuel: GasolineTitle: ClearAsking Price: $5,3992012  NOSE TRAILER72"" WIDE115"" Length84"" HIGHT***FOR CUSTOMER CONVENIENCE, TEST DRIVES ARE BY APPOINTMENT*** To set up an appointment or for more information, please call 209-239-3045, OR TEXT 209-705-5136 . For more great deals, please visit our website at WWW.MANTECAAUTOLAND.COMFor more information about this vehicle call::MANTECA AUTO LAND(209) 239-30451006  W YOSEMITE AVEManteca, CA 95337-5341",,ca,37.797142,-121.230484,2021-04-22T07:30:58-0700
7308720214,https://modesto.craigslist.org/ctd/d/stockton-2012-fabrique-cargo-trailer/7308720214.html,modesto,https://modesto.craigslist.org,5399,2012.0,,FABRIQUE PAR CARRY ON TRAILER,,other,gas,0.0,clean,automatic,4YMCL1018CN014753,,,other,white,https://images.craigslist.org/00I0I_aijAAdZCMKYz_0ak07K_600x450.jpg,"2012 FABRIQUE PAR CARRY ON TRAILER 2012 FABRIQUE CARGO TRAILERExterior Color: WhiteInterior Color: OtherVIN: 4YMCL1018CN014753Stock Number: 9401License Plate: 4MX9044Fuel: GasolineTitle: ClearAsking Price: $5,3992012  NOSE TRAILER72"" WIDE115"" Length84"" HIGHT***FOR CUSTOMER CONVENIENCE, TEST DRIVES ARE BY APPOINTMENT*** To set up an appointment or for more information, please call 209-239-3045, OR TEXT 209-705-5136 . For more great deals, please visit our website at WWW.MANTECAAUTOLAND.COMFor more information about this vehicle call::MANTECA AUTO LAND(209) 239-30451006  W YOSEMITE AVEManteca, CA 95337-5341",,ca,37.797142,-121.230484,2021-04-18T07:30:39-0700
7306672905,https://modesto.craigslist.org/ctd/d/stockton-2012-fabrique-cargo-trailer/7306672905.html,modesto,https://modesto.craigslist.org,5399,2012.0,,FABRIQUE PAR CARRY ON TRAILER,,other,gas,0.0,clean,automatic,4YMCL1018CN014753,,,other,white,https://images.craigslist.org/00I0I_aijAAdZCMKYz_0ak07K_600x450.jpg,"2012 FABRIQUE PAR CARRY ON TRAILER 2012 FABRIQUE CARGO TRAILERExterior Color: WhiteInterior Color: OtherVIN: 4YMCL1018CN014753Stock Number: 9401License Plate: 4MX9044Fuel: GasolineTitle: ClearAsking Price: $5,3992012  NOSE TRAILER72"" WIDE115"" Length84"" HIGHT***FOR CUSTOMER CONVENIENCE, TEST DRIVES ARE BY APPOINTMENT*** To set up an appointment or for more information, please call 209-239-3045, OR TEXT 209-705-5136 . For more great deals, please visit our website at WWW.MANTECAAUTOLAND.COMFor more information about this vehicle call::MANTECA AUTO LAND(209) 239-30451006  W YOSEMITE AVEManteca, CA 95337-5341",,ca,37.797142,-121.230484,2021-04-14T08:15:50-0700
